battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1175,1,1.3,0,2.0,0.0,19.0,0.3,164.0,7.0,9.0,873.0,1394.0,1944.0,9.0,4.0,9,1,1,0,1
1261,1,0.5,1,0.0,1.0,11.0,0.2,90.0,4.0,0.0,858.0,1591.0,348.0,14.0,9.0,14,1,0,1,0
1068,0,0.7,1,9.0,0.0,51.0,0.5,124.0,4.0,15.0,1405.0,1910.0,550.0,12.0,8.0,6,1,1,0,0
1713,0,3.0,1,5.0,1.0,20.0,0.9,104.0,7.0,17.0,237.0,890.0,971.0,11.0,10.0,10,1,0,0,0
1688,0,2.5,0,0.0,1.0,21.0,0.2,170.0,7.0,0.0,650.0,864.0,3984.0,17.0,14.0,8,1,1,1,3
1413,1,0.5,1,4.0,1.0,45.0,0.4,104.0,5.0,6.0,1949.0,1994.0,2973.0,17.0,8.0,15,1,0,1,3
559,1,0.5,0,10.0,0.0,11.0,0.4,82.0,5.0,14.0,541.0,823.0,2019.0,10.0,4.0,16,1,1,1,1
1483,1,2.6,1,13.0,0.0,19.0,0.6,146.0,7.0,19.0,361.0,1552.0,1587.0,9.0,4.0,19,0,0,0,1
860,1,1.6,1,13.0,0.0,48.0,0.5,187.0,7.0,18.0,335.0,1463.0,1870.0,17.0,2.0,18,1,0,0,1
1090,0,1.3,1,5.0,0.0,27.0,0.1,91.0,4.0,16.0,1638.0,1910.0,1352.0,5.0,1.0,11,0,1,0,1
686,1,0.5,0,11.0,0.0,3.0,0.3,91.0,6.0,15.0,1109.0,1392.0,570.0,7.0,6.0,19,0,1,0,0
818,0,1.3,0,14.0,0.0,43.0,0.9,177.0,6.0,15.0,111.0,510.0,546.0,12.0,6.0,7,1,1,1,0
1456,0,1.6,1,5.0,0.0,49.0,0.2,193.0,3.0,20.0,1285.0,1427.0,3624.0,12.0,11.0,16,1,1,0,3
774,0,0.5,1,2.0,1.0,10.0,0.5,188.0,2.0,9.0,1480.0,1731.0,2944.0,8.0,6.0,2,1,1,1,2
1068,0,0.5,1,0.0,1.0,19.0,0.9,197.0,8.0,9.0,322.0,875.0,1209.0,19.0,12.0,12,1,1,0,0
1373,1,1.9,1,1.0,1.0,29.0,0.9,141.0,6.0,12.0,1220.0,1348.0,2752.0,15.0,2.0,7,1,1,1,3
1777,1,3.0,0,3.0,0.0,20.0,0.6,188.0,6.0,5.0,511.0,616.0,3868.0,5.0,1.0,7,0,1,1,3
594,0,0.8,0,2.0,1.0,28.0,0.1,132.0,5.0,3.0,1011.0,1263.0,3087.0,16.0,4.0,4,1,1,1,2
1524,0,2.6,1,5.0,0.0,57.0,0.5,124.0,2.0,12.0,629.0,635.0,947.0,11.0,4.0,16,0,1,1,0
511,1,0.6,1,12.0,0.0,50.0,0.1,175.0,3.0,16.0,140.0,622.0,1484.0,9.0,7.0,8,1,0,0,0
1402,1,0.6,1,3.0,0.0,46.0,0.3,87.0,7.0,12.0,1081.0,1767.0,347.0,17.0,0.0,12,1,0,1,0
965,1,0.5,0,15.0,0.0,53.0,1.0,131.0,8.0,19.0,297.0,653.0,3227.0,12.0,6.0,8,1,0,0,2
1270,1,2.3,0,0.0,0.0,58.0,0.5,104.0,5.0,1.0,1512.0,1716.0,3299.0,13.0,4.0,16,0,0,1,3
919,0,0.5,1,11.0,0.0,13.0,0.3,159.0,1.0,15.0,275.0,570.0,1028.0,8.0,4.0,17,1,0,0,0
1963,1,1.0,0,16.0,1.0,34.0,0.1,157.0,2.0,17.0,1136.0,1813.0,714.0,18.0,2.0,2,1,0,1,1
1977,0,1.3,1,2.0,0.0,31.0,0.4,173.0,8.0,6.0,1145.0,1356.0,2641.0,8.0,2.0,7,0,0,0,3
1881,0,2.2,0,4.0,0.0,51.0,0.3,158.0,5.0,7.0,477.0,1553.0,1229.0,12.0,0.0,14,1,0,0,1
683,0,0.7,0,5.0,0.0,19.0,0.9,173.0,4.0,17.0,954.0,1985.0,2622.0,16.0,3.0,5,0,0,1,2
772,0,2.6,1,7.0,0.0,6.0,0.1,100.0,2.0,10.0,741.0,1471.0,929.0,13.0,6.0,18,0,1,1,0
536,1,1.4,0,0.0,1.0,53.0,0.7,135.0,3.0,0.0,547.0,705.0,1211.0,15.0,10.0,7,1,0,1,0
1694,0,1.8,0,0.0,0.0,53.0,1.0,186.0,6.0,0.0,1194.0,1208.0,1653.0,7.0,5.0,6,1,0,0,2
1633,0,1.7,1,3.0,1.0,33.0,0.9,111.0,2.0,19.0,146.0,906.0,511.0,9.0,0.0,7,1,1,0,0
1371,0,0.5,0,4.0,0.0,52.0,0.5,167.0,4.0,19.0,471.0,663.0,3034.0,13.0,6.0,8,0,0,0,2
551,1,2.8,0,0.0,1.0,54.0,0.1,172.0,7.0,15.0,169.0,1916.0,1414.0,6.0,1.0,19,1,0,1,0
1221,0,0.5,0,1.0,1.0,28.0,0.5,139.0,1.0,7.0,1895.0,1976.0,2438.0,13.0,11.0,10,1,1,1,3
1000,1,0.5,0,12.0,0.0,63.0,0.7,179.0,8.0,18.0,1537.0,1761.0,3744.0,11.0,1.0,7,0,0,1,3
1986,0,2.7,1,3.0,1.0,64.0,0.2,162.0,4.0,20.0,236.0,1520.0,1377.0,5.0,3.0,15,1,1,1,1
1119,0,0.5,1,0.0,1.0,23.0,0.4,164.0,4.0,1.0,821.0,915.0,3520.0,7.0,4.0,7,1,0,0,3
1699,0,0.5,1,1.0,0.0,59.0,0.5,97.0,4.0,3.0,466.0,1768.0,3796.0,17.0,10.0,12,0,1,1,3
1099,0,0.5,0,13.0,1.0,61.0,0.3,146.0,3.0,20.0,393.0,1096.0,1699.0,17.0,10.0,3,1,1,1,1
1576,0,2.6,0,7.0,0.0,58.0,0.2,90.0,3.0,16.0,400.0,631.0,336.0,14.0,8.0,13,1,1,1,0
950,1,0.5,0,9.0,0.0,55.0,0.1,156.0,5.0,10.0,774.0,843.0,1095.0,14.0,12.0,13,0,1,0,0
1081,1,2.5,1,13.0,0.0,49.0,1.0,99.0,3.0,17.0,284.0,519.0,325.0,9.0,1.0,6,0,0,1,0
606,0,2.5,0,1.0,1.0,53.0,0.2,146.0,4.0,2.0,465.0,1152.0,1223.0,19.0,12.0,7,1,0,0,0
502,0,1.5,1,7.0,0.0,37.0,0.2,199.0,2.0,12.0,705.0,1810.0,1649.0,6.0,1.0,14,0,1,0,1
957,1,0.7,0,0.0,1.0,4.0,0.1,160.0,2.0,0.0,38.0,1682.0,1898.0,12.0,4.0,3,1,1,0,1
1658,1,1.4,1,0.0,1.0,38.0,0.3,159.0,5.0,0.0,51.0,739.0,2609.0,12.0,11.0,19,1,0,0,2
1681,1,2.5,1,6.0,0.0,18.0,0.3,167.0,1.0,7.0,850.0,1005.0,2265.0,5.0,3.0,20,1,1,1,2
1983,1,0.5,1,3.0,0.0,43.0,1.0,87.0,6.0,10.0,349.0,676.0,2775.0,9.0,4.0,3,0,1,1,2
1753,0,1.2,0,8.0,1.0,12.0,0.9,113.0,7.0,17.0,387.0,1595.0,1445.0,17.0,16.0,12,1,1,1,1
1632,1,1.4,0,0.0,0.0,41.0,0.1,132.0,4.0,1.0,706.0,1623.0,2614.0,5.0,4.0,15,1,0,0,2
1949,1,1.4,0,7.0,0.0,57.0,0.3,145.0,7.0,11.0,951.0,1178.0,356.0,5.0,3.0,19,0,0,0,0
1696,0,1.7,0,1.0,0.0,13.0,0.9,97.0,3.0,2.0,179.0,772.0,523.0,5.0,0.0,4,0,1,1,0
688,0,2.5,1,0.0,0.0,57.0,0.8,131.0,7.0,3.0,426.0,1964.0,3745.0,17.0,1.0,4,0,1,0,3
1104,0,1.7,0,1.0,1.0,60.0,0.4,199.0,2.0,13.0,653.0,1413.0,1229.0,6.0,0.0,3,1,1,1,0
1122,0,2.8,0,0.0,0.0,28.0,0.6,184.0,3.0,4.0,1578.0,1963.0,1402.0,14.0,10.0,3,0,1,0,1
504,1,0.5,1,2.0,1.0,46.0,0.9,172.0,5.0,14.0,280.0,1795.0,2085.0,13.0,5.0,8,1,0,0,1
1154,0,0.5,0,12.0,1.0,14.0,0.7,156.0,7.0,14.0,251.0,1801.0,587.0,8.0,3.0,4,1,1,1,0
1727,0,2.1,0,2.0,1.0,63.0,0.6,85.0,7.0,8.0,1463.0,1992.0,2457.0,19.0,13.0,7,1,0,1,3
1674,0,2.8,1,0.0,1.0,52.0,0.2,89.0,3.0,7.0,1432.0,1649.0,2030.0,7.0,0.0,6,1,0,0,2
1948,0,2.8,1,5.0,1.0,18.0,0.2,135.0,2.0,14.0,477.0,571.0,816.0,16.0,2.0,3,1,0,0,0
1218,1,2.8,1,3.0,0.0,39.0,0.8,150.0,7.0,14.0,1122.0,1746.0,1667.0,10.0,0.0,12,0,0,0,1
531,0,1.1,0,10.0,0.0,63.0,0.7,189.0,7.0,14.0,145.0,1903.0,2958.0,17.0,1.0,19,0,1,0,2
1057,0,2.1,0,4.0,0.0,5.0,0.5,154.0,5.0,13.0,416.0,1055.0,3705.0,6.0,4.0,13,1,0,0,3
576,0,1.2,0,1.0,0.0,30.0,0.8,162.0,8.0,5.0,847.0,893.0,2800.0,11.0,6.0,16,0,1,1,2
1960,1,2.1,0,1.0,0.0,7.0,0.2,165.0,7.0,9.0,868.0,877.0,3773.0,11.0,9.0,6,0,1,1,3
673,1,1.7,1,3.0,1.0,22.0,0.1,88.0,1.0,5.0,594.0,1088.0,2050.0,7.0,2.0,17,1,1,0,1
718,0,0.7,1,0.0,1.0,21.0,0.8,88.0,1.0,7.0,518.0,830.0,1754.0,17.0,11.0,9,1,0,1,1
864,0,1.7,0,3.0,1.0,35.0,0.3,103.0,3.0,7.0,663.0,1805.0,1904.0,12.0,8.0,13,1,1,1,1
547,0,1.9,1,1.0,0.0,37.0,0.4,154.0,5.0,4.0,371.0,541.0,2705.0,17.0,3.0,10,1,1,0,1
623,1,0.9,0,1.0,1.0,3.0,0.1,102.0,8.0,7.0,1749.0,1781.0,3537.0,16.0,13.0,3,1,0,1,3
1793,0,0.7,1,11.0,0.0,27.0,0.4,154.0,5.0,13.0,586.0,722.0,1370.0,16.0,3.0,19,1,0,1,1
1720,1,0.7,1,0.0,0.0,19.0,0.1,137.0,2.0,3.0,409.0,646.0,1222.0,13.0,2.0,7,0,0,0,1
812,0,0.5,1,1.0,0.0,64.0,1.0,106.0,4.0,7.0,35.0,1309.0,3102.0,6.0,0.0,2,0,0,0,2
980,1,0.5,0,0.0,1.0,33.0,0.9,160.0,6.0,0.0,1008.0,1758.0,2268.0,7.0,5.0,4,1,1,0,2
643,0,1.0,0,9.0,1.0,18.0,0.2,187.0,8.0,12.0,442.0,1079.0,2648.0,7.0,5.0,18,1,1,1,1
1925,0,3.0,1,0.0,1.0,16.0,0.8,175.0,8.0,11.0,983.0,1087.0,2173.0,7.0,3.0,19,1,1,0,2
1408,1,2.5,0,3.0,0.0,32.0,0.1,151.0,4.0,6.0,875.0,982.0,3162.0,19.0,18.0,3,1,0,0,3
1522,1,0.7,1,4.0,0.0,28.0,0.2,124.0,1.0,5.0,952.0,1191.0,1368.0,14.0,5.0,17,1,0,1,1
587,1,2.5,0,16.0,1.0,51.0,0.6,111.0,1.0,17.0,244.0,1361.0,2746.0,10.0,4.0,7,1,0,1,2
1959,0,0.5,1,5.0,0.0,18.0,0.7,191.0,6.0,20.0,65.0,1055.0,619.0,7.0,4.0,8,1,1,1,0
1872,0,0.5,1,3.0,0.0,17.0,0.7,89.0,6.0,6.0,1749.0,1767.0,724.0,17.0,3.0,9,1,0,1,1
1043,1,0.5,0,7.0,0.0,42.0,0.1,111.0,3.0,8.0,716.0,1626.0,912.0,16.0,9.0,6,0,1,0,0
1809,0,0.5,0,6.0,0.0,23.0,0.7,123.0,6.0,19.0,433.0,1661.0,2784.0,12.0,6.0,20,1,1,1,3
1703,1,0.5,0,5.0,1.0,23.0,0.2,92.0,6.0,7.0,134.0,521.0,793.0,7.0,3.0,17,1,1,0,0
1095,1,0.5,0,4.0,0.0,45.0,0.5,197.0,1.0,5.0,179.0,1247.0,560.0,9.0,1.0,10,1,1,0,0
1414,0,2.6,0,1.0,0.0,27.0,0.6,137.0,4.0,20.0,804.0,1564.0,312.0,5.0,2.0,8,0,0,1,0
1659,1,2.5,0,2.0,0.0,41.0,0.1,88.0,7.0,18.0,787.0,1515.0,545.0,12.0,0.0,9,0,1,1,0
1540,0,0.7,1,1.0,0.0,60.0,0.8,197.0,7.0,12.0,704.0,822.0,1591.0,19.0,0.0,2,1,0,1,1
1342,0,1.0,0,0.0,1.0,31.0,0.6,86.0,7.0,1.0,991.0,1638.0,2746.0,15.0,5.0,10,1,1,0,3
1189,1,2.3,0,13.0,0.0,8.0,0.5,198.0,3.0,14.0,379.0,932.0,893.0,9.0,6.0,13,1,1,0,0
518,1,2.4,0,0.0,1.0,62.0,0.6,128.0,6.0,0.0,489.0,710.0,2514.0,16.0,12.0,7,1,1,1,1
1449,0,0.8,1,3.0,1.0,10.0,0.2,144.0,1.0,12.0,1518.0,1883.0,1032.0,10.0,0.0,8,1,1,1,1
516,0,1.1,1,0.0,1.0,39.0,0.4,91.0,5.0,7.0,855.0,1401.0,819.0,8.0,0.0,10,1,1,1,0
1569,0,0.8,1,8.0,0.0,59.0,0.9,111.0,3.0,16.0,1261.0,1383.0,3672.0,15.0,2.0,15,1,0,1,3
1312,1,0.8,1,0.0,0.0,24.0,0.9,156.0,6.0,0.0,115.0,1791.0,3833.0,14.0,13.0,17,0,1,0,3
1893,1,0.5,1,1.0,0.0,23.0,0.1,179.0,8.0,3.0,1203.0,1432.0,1482.0,15.0,7.0,17,0,1,0,2
1076,0,2.5,0,3.0,0.0,14.0,0.2,105.0,5.0,4.0,545.0,1300.0,2043.0,7.0,5.0,14,0,0,0,1
530,1,2.6,0,1.0,0.0,40.0,0.9,118.0,6.0,2.0,818.0,1090.0,1229.0,16.0,11.0,2,0,1,0,0
1044,1,2.8,1,7.0,0.0,33.0,0.6,129.0,4.0,13.0,42.0,1262.0,1816.0,17.0,16.0,15,1,0,1,1
1330,0,1.1,0,11.0,0.0,37.0,0.7,126.0,7.0,20.0,1103.0,1637.0,2166.0,10.0,1.0,4,1,0,0,2
1836,0,1.1,1,0.0,0.0,14.0,0.7,104.0,5.0,1.0,168.0,1068.0,2469.0,18.0,6.0,7,1,1,1,2
1741,1,0.5,0,1.0,1.0,55.0,0.1,140.0,5.0,3.0,719.0,755.0,2575.0,13.0,10.0,7,1,1,1,2
1869,0,2.6,0,0.0,1.0,30.0,0.4,152.0,1.0,13.0,163.0,874.0,1375.0,15.0,3.0,19,1,0,0,1
1331,0,0.5,0,8.0,0.0,55.0,0.9,146.0,3.0,15.0,1162.0,1531.0,1732.0,6.0,2.0,11,1,0,1,1
1655,1,0.5,1,6.0,1.0,4.0,0.1,105.0,3.0,12.0,626.0,1348.0,673.0,10.0,3.0,12,1,0,0,0
605,0,1.5,0,9.0,1.0,18.0,0.9,162.0,2.0,14.0,329.0,656.0,2301.0,15.0,9.0,8,1,0,0,1
1245,1,0.6,0,2.0,0.0,30.0,0.7,105.0,5.0,3.0,330.0,1434.0,2676.0,17.0,8.0,7,1,0,0,2
1709,1,0.8,0,8.0,1.0,58.0,0.8,136.0,2.0,10.0,956.0,1292.0,1781.0,18.0,3.0,17,1,0,0,2
846,1,2.6,0,0.0,1.0,58.0,0.1,123.0,4.0,15.0,1140.0,1983.0,2248.0,16.0,8.0,13,1,0,0,2
1403,1,2.5,1,3.0,0.0,62.0,0.9,90.0,4.0,13.0,217.0,1623.0,921.0,14.0,13.0,18,1,0,0,0
688,1,1.5,0,0.0,0.0,2.0,1.0,89.0,3.0,2.0,271.0,869.0,391.0,5.0,2.0,8,1,1,1,0
775,1,2.5,1,1.0,1.0,10.0,0.1,185.0,7.0,14.0,444.0,1555.0,1719.0,19.0,3.0,18,1,1,1,1
1154,0,2.0,0,6.0,1.0,35.0,0.8,159.0,5.0,16.0,1003.0,1827.0,3262.0,16.0,15.0,16,1,0,0,3
1375,0,0.5,1,2.0,1.0,35.0,0.1,194.0,2.0,3.0,227.0,772.0,1947.0,15.0,13.0,15,1,1,1,1
1827,1,0.8,0,4.0,0.0,61.0,0.9,130.0,7.0,9.0,253.0,1764.0,2693.0,8.0,3.0,7,0,1,1,3
1697,0,0.5,0,0.0,1.0,60.0,0.1,90.0,4.0,0.0,88.0,1046.0,441.0,15.0,1.0,11,1,1,0,0
741,0,1.5,0,1.0,0.0,14.0,0.3,178.0,5.0,13.0,334.0,594.0,1886.0,19.0,11.0,9,1,1,1,0
1672,1,0.5,1,13.0,1.0,32.0,0.7,174.0,1.0,20.0,1281.0,1896.0,1267.0,17.0,4.0,20,1,1,0,1
514,1,0.7,0,4.0,0.0,57.0,0.1,186.0,3.0,7.0,168.0,1320.0,687.0,6.0,0.0,20,1,1,1,0
1375,1,1.3,1,2.0,0.0,12.0,0.1,105.0,1.0,13.0,898.0,1687.0,2890.0,17.0,1.0,12,0,0,0,3
989,1,1.8,1,4.0,1.0,55.0,0.7,124.0,1.0,12.0,46.0,1069.0,1737.0,8.0,5.0,10,1,0,1,1
1510,1,2.5,1,11.0,0.0,47.0,0.7,138.0,2.0,13.0,118.0,1170.0,887.0,18.0,6.0,5,0,0,0,0
1266,0,2.6,0,1.0,0.0,18.0,0.4,86.0,7.0,2.0,1187.0,1595.0,398.0,16.0,8.0,3,1,1,1,0
1396,0,2.4,1,0.0,0.0,46.0,0.1,138.0,7.0,1.0,1191.0,1347.0,2389.0,7.0,3.0,15,0,0,1,2
808,0,2.3,0,3.0,0.0,45.0,0.8,161.0,1.0,9.0,526.0,1324.0,3431.0,15.0,6.0,13,0,1,1,3
1542,0,2.3,0,1.0,0.0,43.0,0.8,182.0,2.0,11.0,346.0,966.0,3601.0,14.0,4.0,16,0,0,0,3
745,1,0.6,1,5.0,0.0,35.0,0.8,102.0,8.0,10.0,89.0,1538.0,2459.0,14.0,1.0,16,1,1,0,1
1735,1,1.9,1,0.0,1.0,59.0,0.7,148.0,6.0,0.0,137.0,846.0,3230.0,6.0,1.0,9,1,1,0,3
586,0,0.5,1,1.0,0.0,57.0,0.3,188.0,2.0,5.0,1226.0,1389.0,3646.0,15.0,4.0,11,1,1,1,3
1341,1,2.1,1,0.0,0.0,36.0,0.4,107.0,8.0,1.0,473.0,574.0,2200.0,18.0,14.0,15,0,1,0,1
781,1,1.3,1,1.0,0.0,64.0,0.2,88.0,2.0,7.0,368.0,607.0,3862.0,17.0,10.0,9,0,0,0,3
501,1,0.5,1,14.0,0.0,22.0,0.5,174.0,6.0,20.0,239.0,1636.0,3077.0,17.0,3.0,17,0,0,0,2
1224,1,1.8,1,2.0,1.0,44.0,0.2,139.0,2.0,9.0,622.0,709.0,621.0,11.0,4.0,14,1,1,1,0
1970,0,1.6,1,11.0,1.0,58.0,0.3,80.0,8.0,19.0,654.0,882.0,2372.0,14.0,12.0,2,1,1,0,2
618,1,2.2,1,0.0,1.0,63.0,0.9,138.0,2.0,1.0,853.0,1781.0,2574.0,14.0,3.0,5,1,1,0,2
1537,0,2.9,0,11.0,1.0,46.0,0.8,158.0,4.0,17.0,686.0,1305.0,2857.0,17.0,14.0,2,1,1,1,3
1018,0,2.2,0,8.0,0.0,16.0,0.6,153.0,8.0,10.0,992.0,1433.0,3143.0,17.0,12.0,20,0,1,0,3
1545,0,1.3,1,15.0,1.0,35.0,0.1,173.0,5.0,20.0,115.0,1352.0,3197.0,14.0,9.0,6,1,0,1,3
1871,0,2.1,0,4.0,1.0,41.0,0.4,144.0,8.0,5.0,275.0,1966.0,2727.0,15.0,8.0,11,1,0,0,3
1729,1,2.1,1,1.0,0.0,12.0,0.9,186.0,1.0,6.0,461.0,1178.0,1519.0,9.0,4.0,5,1,0,1,1
680,1,2.1,1,9.0,1.0,9.0,0.1,131.0,3.0,11.0,1428.0,1500.0,2438.0,14.0,2.0,17,1,0,0,2
1106,1,1.9,0,4.0,0.0,54.0,0.7,107.0,3.0,9.0,614.0,1212.0,2674.0,9.0,3.0,9,1,0,1,2
635,1,0.6,1,1.0,1.0,50.0,0.3,97.0,5.0,13.0,193.0,989.0,2107.0,13.0,12.0,12,1,0,0,1
618,0,0.6,0,8.0,0.0,16.0,0.2,143.0,1.0,14.0,1105.0,1602.0,2262.0,16.0,15.0,4,0,1,0,2
1671,0,0.5,1,13.0,0.0,5.0,0.9,179.0,8.0,18.0,398.0,1263.0,815.0,16.0,6.0,10,1,1,1,0
1562,1,1.2,1,0.0,1.0,52.0,0.1,105.0,7.0,9.0,480.0,728.0,2829.0,13.0,10.0,3,1,1,1,2
1975,1,1.9,1,2.0,0.0,31.0,0.9,151.0,1.0,17.0,775.0,1607.0,3022.0,13.0,5.0,19,0,0,1,3
831,1,0.7,0,2.0,1.0,62.0,0.7,134.0,8.0,9.0,1482.0,1490.0,2573.0,16.0,12.0,18,1,0,1,2
1524,1,1.8,1,0.0,0.0,10.0,0.6,174.0,4.0,1.0,154.0,550.0,2678.0,16.0,5.0,13,1,0,1,2
1528,1,1.8,1,3.0,1.0,55.0,0.8,129.0,5.0,6.0,454.0,1762.0,1282.0,11.0,9.0,11,1,1,1,1
1447,1,2.5,1,2.0,0.0,9.0,0.2,155.0,8.0,16.0,737.0,1455.0,568.0,12.0,11.0,8,0,0,0,0
1344,0,1.5,0,1.0,0.0,14.0,0.5,190.0,1.0,3.0,419.0,556.0,2074.0,8.0,1.0,5,1,1,0,1
564,0,3.0,1,1.0,0.0,8.0,0.7,130.0,2.0,3.0,853.0,1737.0,2227.0,9.0,2.0,14,1,0,1,1
921,0,0.6,1,1.0,0.0,60.0,0.1,83.0,2.0,3.0,1211.0,1229.0,1080.0,10.0,0.0,6,0,0,1,0
1413,1,1.7,0,2.0,0.0,10.0,0.2,200.0,6.0,6.0,314.0,1606.0,2867.0,5.0,4.0,15,0,1,0,2
831,0,2.4,0,10.0,0.0,55.0,0.5,86.0,6.0,12.0,172.0,1239.0,1075.0,12.0,11.0,3,1,1,0,0
802,0,0.5,1,3.0,0.0,43.0,0.6,153.0,5.0,6.0,527.0,734.0,3063.0,17.0,13.0,4,0,1,0,2
1923,0,1.3,0,3.0,0.0,24.0,1.0,86.0,4.0,4.0,874.0,1264.0,2479.0,9.0,2.0,15,1,1,0,2
1193,1,3.0,0,10.0,0.0,56.0,0.4,196.0,3.0,17.0,674.0,864.0,2394.0,19.0,11.0,14,1,1,0,2
904,1,1.2,1,10.0,1.0,31.0,0.8,112.0,3.0,11.0,657.0,1014.0,2814.0,13.0,3.0,19,1,0,0,2
1285,0,2.4,0,1.0,1.0,51.0,1.0,140.0,7.0,2.0,475.0,500.0,2094.0,8.0,0.0,10,1,0,0,1
1635,0,2.6,1,0.0,1.0,2.0,0.6,182.0,4.0,0.0,1209.0,1411.0,2315.0,10.0,1.0,2,1,1,0,2
1923,0,1.0,1,5.0,1.0,14.0,0.9,154.0,4.0,6.0,15.0,525.0,2519.0,13.0,0.0,16,1,0,1,2
1851,1,1.9,1,3.0,1.0,12.0,0.9,198.0,6.0,11.0,293.0,1967.0,735.0,7.0,6.0,14,1,0,1,0
727,1,1.5,0,0.0,1.0,32.0,1.0,131.0,7.0,1.0,813.0,1377.0,1891.0,19.0,13.0,7,1,0,1,1
1396,0,1.5,1,0.0,1.0,44.0,0.1,118.0,6.0,1.0,173.0,1843.0,1386.0,7.0,1.0,8,1,1,1,1
877,0,1.3,1,9.0,1.0,46.0,0.8,135.0,1.0,14.0,457.0,652.0,3260.0,14.0,12.0,6,1,0,0,2
696,1,2.4,0,11.0,1.0,35.0,0.2,103.0,3.0,13.0,533.0,797.0,2022.0,14.0,11.0,4,1,0,1,1
1009,1,1.0,1,2.0,0.0,2.0,0.6,102.0,8.0,14.0,912.0,1043.0,1716.0,7.0,5.0,15,0,0,0,1
1526,0,1.1,1,2.0,1.0,38.0,0.3,116.0,5.0,6.0,798.0,1418.0,3317.0,7.0,1.0,8,1,1,1,3
987,0,2.0,1,1.0,0.0,20.0,0.8,192.0,7.0,3.0,412.0,565.0,1454.0,11.0,3.0,8,1,1,0,0
1414,1,2.2,1,0.0,1.0,49.0,0.5,101.0,4.0,1.0,130.0,887.0,2290.0,13.0,0.0,12,1,1,0,1
1732,0,0.8,0,2.0,0.0,61.0,0.3,172.0,5.0,3.0,201.0,656.0,3940.0,17.0,11.0,20,0,1,1,3
1587,1,0.5,0,0.0,0.0,50.0,0.9,148.0,8.0,15.0,299.0,874.0,461.0,17.0,4.0,4,1,0,1,0
1097,0,0.8,0,10.0,1.0,21.0,0.1,160.0,7.0,15.0,1277.0,1352.0,2219.0,15.0,6.0,12,1,0,1,2
504,0,2.8,1,0.0,0.0,40.0,0.5,178.0,3.0,0.0,626.0,1195.0,470.0,6.0,0.0,16,1,0,0,0
1159,0,2.7,0,13.0,1.0,28.0,0.2,80.0,8.0,18.0,378.0,751.0,2495.0,10.0,0.0,9,1,1,1,2
1910,0,1.4,0,0.0,0.0,29.0,0.6,146.0,7.0,2.0,333.0,639.0,2944.0,8.0,7.0,2,1,1,1,2
865,0,1.2,1,8.0,0.0,59.0,0.1,159.0,3.0,9.0,805.0,1804.0,2361.0,16.0,11.0,19,1,0,1,2
1930,1,2.0,0,11.0,0.0,16.0,0.8,186.0,8.0,12.0,1901.0,1920.0,1783.0,17.0,3.0,13,0,0,1,2
860,1,1.3,1,8.0,1.0,40.0,0.7,170.0,3.0,13.0,1573.0,1581.0,2832.0,13.0,7.0,20,1,1,1,2
1268,1,2.9,0,9.0,1.0,42.0,0.9,182.0,6.0,17.0,360.0,912.0,931.0,11.0,5.0,20,1,1,0,0
999,1,1.8,1,0.0,1.0,27.0,0.1,167.0,4.0,1.0,20.0,745.0,1344.0,17.0,10.0,5,1,0,0,0
622,0,0.7,0,0.0,1.0,9.0,0.3,127.0,2.0,0.0,98.0,511.0,3916.0,13.0,1.0,5,1,0,1,2
1250,1,1.4,0,8.0,0.0,44.0,0.2,182.0,7.0,20.0,703.0,1011.0,1882.0,14.0,1.0,14,0,0,0,1
763,1,0.5,0,9.0,1.0,51.0,0.3,104.0,5.0,12.0,273.0,1278.0,2865.0,11.0,6.0,9,1,1,1,2
1100,1,1.6,0,12.0,0.0,15.0,0.1,112.0,8.0,14.0,919.0,1344.0,757.0,12.0,2.0,16,1,1,1,0
815,0,2.0,1,4.0,0.0,51.0,0.3,85.0,6.0,12.0,982.0,1291.0,3469.0,5.0,4.0,6,1,0,1,3
618,1,0.5,1,2.0,1.0,57.0,0.2,88.0,3.0,7.0,879.0,896.0,2399.0,18.0,15.0,17,1,1,1,1
553,1,2.2,1,0.0,1.0,18.0,0.7,136.0,2.0,1.0,1287.0,1892.0,3300.0,12.0,10.0,20,1,0,0,3
673,1,2.2,1,2.0,0.0,3.0,0.4,84.0,2.0,9.0,1109.0,1247.0,2719.0,19.0,2.0,9,1,1,1,2
563,0,2.0,1,3.0,0.0,47.0,0.3,115.0,7.0,12.0,211.0,684.0,3012.0,14.0,4.0,15,1,0,0,2
1590,0,1.5,1,12.0,1.0,14.0,0.5,187.0,4.0,15.0,1058.0,1109.0,2836.0,6.0,5.0,4,1,0,0,3
1031,1,2.1,1,2.0,1.0,11.0,0.1,121.0,2.0,9.0,532.0,1247.0,2385.0,11.0,7.0,16,1,0,0,2
909,1,0.5,1,9.0,0.0,30.0,0.4,97.0,3.0,10.0,290.0,773.0,594.0,12.0,0.0,4,1,1,1,0
1880,0,0.5,0,0.0,1.0,7.0,0.6,104.0,4.0,1.0,890.0,1019.0,2968.0,9.0,0.0,3,1,1,0,3
